id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
1.csv_Day7_2h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_3h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_3h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_4h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_4h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_5h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_5h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_6h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_6h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_7h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_7h30m,0,0,0,0,3.86,3.44,3.97,6.82,33.99
1.csv_Day7_8h00m,0,6.4,0,8.96,9.23,11.52,9.65,14.6,33.99
1.csv_Day7_8h30m,0,18.69,19.3,14.61,17.91,20.01,18.93,3.53,33.99
1.csv_Day7_9h00m,0,24.38,19.75,24.69,29.33,27.56,27.01,30.01,38.08
1.csv_Day7_9h30m,0,18.68,29.73,0,0,0,35.9,3.53,40.7
1.csv_Day7_10h00m,0,30.77,31.63,0,38.76,40.73,41.14,42.87,33.99
1.csv_Day7_10h30m,0,48.79,38.6,41.34,44.87,0,47.89,46.54,46.45
1.csv_Day7_11h00m,0,43,36.24,47.4,51.17,51.1,50.85,3.53,33.99
1.csv_Day7_11h30m,0,51.11,40.81,50.5,51.65,51.49,0,50.71,50.13
1.csv_Day7_12h00m,0,45.47,42.86,46.33,52.27,0,50.74,51.24,49.75
1.csv_Day7_12h30m,0,44.38,40.66,48.99,51.01,52.49,52.58,50.1,33.99
1.csv_Day7_13h00m,0,44.83,43.4,43.62,0,48.51,45.74,47.37,48.07
1.csv_Day7_13h30m,0,45.8,39.35,45.98,46.86,44.63,46.85,43.84,46.09
1.csv_Day7_14h00m,0,39.13,32.3,34.59,37.24,40.99,42.12,39.04,43.86
1.csv_Day7_14h30m,0,34.09,29.58,32.29,35.82,0,34.11,32.97,33.99
1.csv_Day7_15h00m,0,25.28,18.5,27.81,25.76,0,28.31,26.11,36.17
1.csv_Day7_15h30m,0,23.07,18.4,0,0,0,19.25,3.53,33.99
1.csv_Day7_16h00m,0,0,8.08,12.12,10.82,11.53,11.39,11.25,33.99
1.csv_Day7_16h30m,0,0,1.01,2.02,0,4.52,3.66,4.01,33.99
1.csv_Day7_17h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_17h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_18h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_18h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_19h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_19h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_20h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_20h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_21h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_21h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_22h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_22h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_23h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day7_23h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_0h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_0h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_1h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_1h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_2h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_2h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_3h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_3h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_4h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_4h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_5h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_5h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_6h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_6h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_7h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_7h30m,0,0,5.59,4.3,2,2.81,4.29,6.34,33.99
1.csv_Day8_8h00m,0,5.94,12.96,12.59,9.28,10.91,0,13.84,33.99
1.csv_Day8_8h30m,0,16.55,15.94,17.93,16.15,0,18.64,21.65,35.26
1.csv_Day8_9h00m,0.04,23.98,18.5,21.81,23.47,0,25.63,28.95,36.89
1.csv_Day8_9h30m,0,29.04,26.64,0,28.64,0,33.42,3.53,40.16
1.csv_Day8_10h00m,0,33.48,33.94,34.14,36.89,0,37.47,41.78,33.99
1.csv_Day8_10h30m,0,38.66,0,41.09,40.85,46.02,42.13,45.42,33.99
1.csv_Day8_11h00m,0.04,43.49,31.93,40.76,45.8,49.66,48.9,3.53,33.99
1.csv_Day8_11h30m,0,41.52,38.45,44.88,44.1,51.34,48.35,50.44,50.18
1.csv_Day8_12h00m,0,50.03,42.09,48.98,49.16,0,50.35,52.61,50.85
1.csv_Day8_12h30m,0,45.55,36.51,45.17,47.53,0,0,49.83,50.37
1.csv_Day8_13h00m,0,37.05,37.41,0,44.06,0,47.11,3.53,48.78
1.csv_Day8_13h30m,0.04,28.83,29.11,0,41.31,0,0,42.8,46.81
1.csv_Day8_14h00m,0,31.7,29.05,0,33.75,41.45,39.11,3.53,44.54
1.csv_Day8_14h30m,0,19.47,25.9,28.95,30.55,0,34.76,32.64,33.99
1.csv_Day8_15h00m,0,19.82,16.91,22.9,23.56,27.12,26.25,25.8,33.99
1.csv_Day8_15h30m,0,16.25,16.74,16.22,18.8,19.21,20.55,18.61,33.99
1.csv_Day8_16h00m,0,3.89,11.5,8.97,6.22,0,12.54,11.06,33.99
1.csv_Day8_16h30m,0,0,0,0,1.15,0,0,3.53,33.99
1.csv_Day8_17h00m,0,0,3.07,0,0.25,0,0,3.53,33.99
1.csv_Day8_17h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_18h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_18h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_19h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_19h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_20h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_20h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_21h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_21h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_22h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_22h30m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_23h00m,0,0,0,0,0,0,0,3.53,33.99
1.csv_Day8_23h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_0h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_0h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_1h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_1h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_2h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_2h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_3h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_3h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_4h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_4h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_5h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_5h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_6h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_6h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_7h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_7h30m,0,0,0,0,0,0,0,3.77,33.99
2.csv_Day7_8h00m,0,0.55,0,6.92,7.57,5.99,8.05,10.58,33.99
2.csv_Day7_8h30m,0,10.15,13.67,12.92,11.03,12.38,14.18,3.53,33.99
2.csv_Day7_9h00m,0,10.82,14.15,15.71,18.98,18.5,20.65,24.09,36.22
2.csv_Day7_9h30m,0,7.27,17.23,0,0,0,25.12,3.53,38.6
2.csv_Day7_10h00m,0,9.48,22.03,0,27.7,28.17,32.95,35.45,33.99
2.csv_Day7_10h30m,0,16.62,24.98,27.63,32.55,0,38.38,38.7,44.02
2.csv_Day7_11h00m,0,23.88,26.39,29.78,33.67,38.62,40.98,3.53,33.99
2.csv_Day7_11h30m,0,25.8,32.67,36.46,34.67,37.98,0,42.39,46.47
2.csv_Day7_12h00m,0,28.13,27.51,36.21,36.09,0,40.59,42.83,45
2.csv_Day7_12h30m,0,20.95,32.33,34.49,36.18,40.51,43.7,41.77,33.99
2.csv_Day7_13h00m,0,26.53,26.31,31.77,0,36.26,38.7,39.3,44.38
2.csv_Day7_13h30m,0,24.04,19.63,28.97,26.17,35.26,36.24,36.23,42.95
2.csv_Day7_14h00m,0,27.21,20.14,25.01,29.03,32.33,32.4,31.95,40.97
2.csv_Day7_14h30m,0,25.96,19.31,22.45,23.28,0,27.53,26.53,33.99
2.csv_Day7_15h00m,0,13.43,17.13,23.59,19.51,0,21.32,20.56,36.14
2.csv_Day7_15h30m,0,10.08,9.26,0,0,0,16.88,3.53,33.99
2.csv_Day7_16h00m,0,0,8.39,5.76,8.09,8.25,9.77,7.55,33.99
2.csv_Day7_16h30m,0,0,0,2.77,0,0.84,2.49,3.53,33.99
2.csv_Day7_17h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_17h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_18h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_18h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_19h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_19h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_20h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_20h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_21h00m,0,0.27,0,0,0,0,0,3.53,33.99
2.csv_Day7_21h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_22h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_22h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_23h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day7_23h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_0h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_0h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_1h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_1h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_2h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_2h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_3h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_3h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_4h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_4h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_5h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_5h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_6h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_6h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_7h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_7h30m,0,0,0,0,0,0,0.2,3.53,33.99
2.csv_Day8_8h00m,0,0,2.68,0.87,3.15,5.21,0,9.93,33.99
2.csv_Day8_8h30m,0,0,5.31,5.73,8.18,0,13.68,16.69,33.99
2.csv_Day8_9h00m,0.04,0,6.11,8.78,14.6,0,20.04,23.07,36.31
2.csv_Day8_9h30m,0,2.95,7.31,0,18.18,0,28.01,3.53,39.17
2.csv_Day8_10h00m,0,7.04,18.77,21.15,27.25,0,31.52,34.45,33.99
2.csv_Day8_10h30m,0,12.87,0,20.11,30.22,34.01,35.45,37.64,33.99
2.csv_Day8_11h00m,0.04,10.16,15.46,26.26,33.2,36.06,41.01,3.53,33.99
2.csv_Day8_11h30m,0,18.41,20.49,30.33,31.84,37.28,40.49,42.05,45.91
2.csv_Day8_12h00m,0,14.31,25.82,25.87,32.27,0,42.27,44.06,46.27
2.csv_Day8_12h30m,0,19.54,20.28,25.66,31.92,0,0,41.48,45.59
2.csv_Day8_13h00m,0,13.93,17,0,27.59,0,38.73,3.53,43.87
2.csv_Day8_13h30m,0.04,10.88,10.65,0,26.1,0,0,35.2,41.58
2.csv_Day8_14h00m,0,7.27,8.8,0,23.13,29.68,32.36,3.53,40.48
2.csv_Day8_14h30m,0,8.48,8.84,14.29,17.81,0,26.95,26.27,33.99
2.csv_Day8_15h00m,0,8.26,8.47,10.51,18.27,17.4,20.11,20.29,33.99
2.csv_Day8_15h30m,0,7.07,6.62,9.85,8.37,12.7,15.37,13.95,33.99
2.csv_Day8_16h00m,0,1.12,2.49,5.47,5.43,0,7.85,7.4,33.99
2.csv_Day8_16h30m,0,0,0,0,2.39,0,0,3.53,33.99
2.csv_Day8_17h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_17h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_18h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_18h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_19h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_19h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_20h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_20h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_21h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_21h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_22h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_22h30m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_23h00m,0,0,0,0,0,0,0,3.53,33.99
2.csv_Day8_23h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_0h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_0h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_1h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_1h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_2h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_2h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_3h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_3h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_4h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_4h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_5h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_5h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_6h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_6h30m,0,0,0,0,0,0,0,3.97,33.99
3.csv_Day7_7h00m,0,0,0,1.59,3.03,2.16,0,3.53,33.99
3.csv_Day7_7h30m,0,5.15,7.33,5.93,9.91,12.05,10.76,19.42,33.99
3.csv_Day7_8h00m,0,15.69,0,15.17,19.68,22.46,20.68,28.46,33.99
3.csv_Day7_8h30m,0,28.22,29.24,26.02,27.68,31.46,32.2,3.53,40.12
3.csv_Day7_9h00m,0,37.43,35.05,36.93,38.9,41.9,40.08,45.71,49.36
3.csv_Day7_9h30m,0,34.32,46.88,0,0,0,48.55,3.53,55.09
3.csv_Day7_10h00m,0,44.88,48.79,0,55.29,52.98,56.23,59.62,33.99
3.csv_Day7_10h30m,0,52.39,62.68,54.65,62.4,0,62.74,63.83,65.08
3.csv_Day7_11h00m,0,54.57,69.32,65.33,65.01,68.31,67.9,3.53,33.99
3.csv_Day7_11h30m,0,64.98,68.23,64.85,69.46,66.12,0,68.71,71.34
3.csv_Day7_12h00m,0,66.21,67.95,64.9,68.7,0,68.91,69.28,70.55
3.csv_Day7_12h30m,0,55.83,66.04,64.17,67.19,70.6,69.91,68.16,33.99
3.csv_Day7_13h00m,0,53.15,63.66,61.73,0,65.56,65.19,65.42,68.23
3.csv_Day7_13h30m,0,54.16,48.85,54.78,52.83,59.89,63.84,61.5,63.71
3.csv_Day7_14h00m,0,51.76,51.3,54.62,61.16,55.71,58.41,56.23,60.89
3.csv_Day7_14h30m,0,45.95,43.41,46.36,48.04,0,52.87,49.75,33.99
3.csv_Day7_15h00m,0,37.82,40.71,42.46,46.14,0,45.3,42.03,46.5
3.csv_Day7_15h30m,0,25.03,29.71,0,0,0,39.28,3.53,39.22
3.csv_Day7_16h00m,0,0,27.75,29.28,31.21,23.52,29.84,25.23,34.03
3.csv_Day7_16h30m,0,0,11.68,17.85,0,14.29,20.84,16.64,33.99
3.csv_Day7_17h00m,0,2.33,7.06,10.83,8.09,0,0,8.4,33.99
3.csv_Day7_17h30m,0,0,1.91,0,0,0,3.87,3.53,33.99
3.csv_Day7_18h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_18h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_19h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_19h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_20h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_20h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_21h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_21h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_22h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_22h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_23h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day7_23h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_0h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_0h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_1h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_1h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_2h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_2h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_3h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_3h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_4h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_4h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_5h00m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_5h30m,0,0,0,0,0,0,0,3.53,33.99
3.csv_Day8_6h00m,0,0,0,0,0,0,0,3.53,33.99
