Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET
115.0,0.0,0.0,0.0,0.0,1.0,95.18,4.0,0.0
116.0,0.0,0.0,0.0,0.0,1.4,97.16,1.0,0.0
117.0,0.0,0.0,0.0,0.0,0.5,100.0,2.0,0.0
118.0,0.0,0.0,0.0,0.0,1.9,82.69,3.0,0.0
119.0,0.0,0.0,0.0,0.0,1.9,69.74,7.0,0.0
120.0,0.0,0.0,0.0,0.0,0.7,100.0,8.0,0.0
121.0,0.0,0.0,0.0,0.0,2.6,85.56,7.0,0.0
122.0,0.0,0.0,0.0,0.0,2.2,77.56,8.0,0.0
123.0,0.0,0.0,0.0,0.0,0.3,99.92,8.0,0.0
124.0,0.0,0.0,0.0,0.0,1.5,100.0,7.0,0.0
125.0,0.0,0.0,0.0,0.0,1.1,96.95,6.0,0.0
126.0,0.0,0.0,0.0,0.0,0.3,100.0,5.0,0.0
127.0,0.0,0.0,0.0,0.0,2.1,100.0,6.0,0.0
128.0,0.0,0.0,0.0,0.0,2.9,100.0,6.0,0.0
129.0,0.0,0.0,0.0,0.0,3.5,82.73,-3.0,0.0
130.0,0.0,0.0,0.0,0.0,0.7,93.17,-2.0,0.0
131.0,0.0,0.0,0.0,0.0,3.8,83.98,2.0,0.0
132.0,0.0,0.0,0.0,0.0,2.6,85.78,7.0,0.0
133.0,0.0,0.0,0.0,0.0,1.6,98.78,4.0,0.0
134.0,0.0,0.0,0.0,0.0,1.0,91.66,8.0,0.0
135.0,0.0,0.0,0.0,0.0,0.7,89.32,5.0,0.0
136.0,0.0,0.0,0.0,0.0,2.1,81.02,3.0,0.0
137.0,0.0,0.0,0.0,0.0,1.1,100.0,5.0,0.0
138.0,0.0,0.0,0.0,0.0,3.5,100.0,6.0,0.0
139.0,0.0,0.0,0.0,0.0,1.0,99.17,1.0,0.0
140.0,0.0,0.0,0.0,0.0,1.4,100.0,3.0,0.0
141.0,0.0,0.0,0.0,0.0,2.6,100.0,3.0,0.0
142.0,0.0,0.0,0.0,0.0,0.8,100.0,6.0,0.0
143.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.0
144.0,0.0,0.0,0.0,0.0,1.5,96.96,4.0,0.0
145.0,0.0,0.0,0.0,0.0,1.1,96.5,5.0,0.0
146.0,0.0,0.0,0.0,0.0,2.0,94.17,7.0,0.0
147.0,0.0,0.0,0.0,0.0,1.4,92.29,8.0,0.0
148.0,0.0,0.0,0.0,0.0,0.2,100.0,7.0,0.0
149.0,0.0,0.0,0.0,0.0,0.6,100.0,6.0,0.0
150.0,0.0,0.0,0.0,0.0,3.3,86.69,9.0,0.0
151.0,0.0,0.0,0.0,0.0,1.2,86.22,12.0,0.0
152.0,0.0,0.0,0.0,0.0,2.8,79.12,12.0,0.0
153.0,0.0,0.0,0.0,0.0,2.1,66.85,12.0,0.0
154.0,0.0,0.0,0.0,0.0,2.1,95.6,10.0,0.0
155.0,0.0,0.0,0.0,0.0,1.5,100.0,11.0,0.0
156.0,0.0,0.0,0.0,0.0,1.7,100.0,10.0,0.0
157.0,0.0,0.0,0.0,0.0,2.3,80.83,9.0,0.0
158.0,0.0,0.0,0.0,0.0,1.3,100.0,9.0,0.0
159.0,0.0,0.0,0.0,0.0,2.2,83.64,13.0,0.0
160.0,0.0,0.0,0.0,0.0,0.7,99.33,15.0,0.0
161.0,0.0,0.0,0.0,0.0,1.2,96.94,11.0,0.0
162.0,0.0,0.0,0.0,0.0,1.2,100.0,10.0,0.0
163.0,0.0,0.0,0.0,0.0,1.4,78.97,10.0,0.0
164.0,0.0,0.0,0.0,0.0,4.2,85.98,11.0,0.0
165.0,0.0,0.0,0.0,0.0,1.2,95.55,12.0,0.0
166.0,0.0,0.0,0.0,0.0,3.6,100.0,13.0,0.0
167.0,0.0,0.0,0.0,0.0,0.9,98.38,13.0,0.0
168.0,0.0,0.0,0.0,0.0,2.4,75.43,14.0,0.0
169.0,0.0,0.0,0.0,0.0,2.4,82.96,14.0,0.0
170.0,0.0,0.0,0.0,0.0,2.6,59.41,16.0,0.0
171.0,0.0,0.0,0.0,0.0,3.6,70.11,15.0,0.0
172.0,0.0,0.0,0.0,0.0,3.3,48.25,17.0,0.0
173.0,0.0,0.0,0.0,0.0,4.4,75.59,15.0,0.0
174.0,0.0,0.0,0.0,0.0,2.6,67.02,16.0,0.0
175.0,0.0,0.0,0.0,0.0,5.1,70.01,16.0,0.0
176.0,0.0,0.0,0.0,0.0,1.4,85.34,15.0,0.0
177.0,0.0,0.0,0.0,0.0,1.5,96.17,14.0,0.0
178.0,0.0,0.0,0.0,0.0,1.1,75.17,16.0,0.0
179.0,0.0,0.0,0.0,0.0,2.3,93.81,16.0,0.0
180.0,0.0,0.0,0.0,0.0,1.4,81.69,15.0,0.0
181.0,0.0,0.0,0.0,0.0,2.5,88.83,18.0,0.0
182.0,0.0,0.0,0.0,0.0,2.1,88.34,16.0,0.0
183.0,0.0,0.0,0.0,0.0,0.8,100.0,16.0,0.0
184.0,0.0,0.0,0.0,0.0,3.1,85.64,16.0,0.0
185.0,0.0,0.0,0.0,0.0,2.9,70.34,18.0,0.0
186.0,0.0,0.0,0.0,0.0,0.9,95.45,15.0,0.0
187.0,0.0,0.0,0.0,0.0,2.1,100.0,12.0,0.0
188.0,0.0,0.0,0.0,0.0,3.0,99.59,12.0,0.0
189.0,0.0,0.0,0.0,0.0,0.5,100.0,10.0,0.0
190.0,0.0,0.0,0.0,0.0,1.2,97.98,13.0,0.0
191.0,0.0,0.0,0.0,0.0,2.1,82.39,13.0,0.0
192.0,0.0,0.0,0.0,0.0,2.4,75.33,13.0,0.0
193.0,0.0,0.0,0.0,0.0,1.6,69.23,17.0,0.0
194.0,0.0,0.0,0.0,0.0,1.7,88.34,16.0,0.0
195.0,0.0,0.0,0.0,0.0,1.5,100.0,13.0,0.0
196.0,0.0,0.0,0.0,0.0,2.2,83.11,13.0,0.0
197.0,0.0,0.0,0.0,0.0,1.7,72.33,14.0,0.0
198.0,0.0,0.0,0.0,0.0,1.2,70.02,13.0,0.0
199.0,0.0,0.0,0.0,0.0,0.8,95.4,13.0,0.0
200.0,0.0,0.0,0.0,0.0,1.5,77.38,14.0,0.0
201.0,0.0,0.0,0.0,0.0,2.1,91.05,12.0,0.0
202.0,0.0,0.0,0.0,0.0,1.6,91.04,13.0,0.0
203.0,0.0,0.0,0.0,0.0,1.5,67.16,15.0,0.0
204.0,0.0,0.0,0.0,0.0,1.3,55.48,17.0,0.0
205.0,0.0,0.0,0.0,0.0,3.1,71.74,15.0,0.0
206.0,0.0,0.0,0.0,0.0,1.3,59.85,17.0,0.0
207.0,0.0,0.0,0.0,0.0,1.5,69.51,16.0,0.0
208.0,0.0,0.0,0.0,0.0,2.2,51.85,15.0,0.0
209.0,0.0,0.0,0.0,0.0,1.2,73.07,14.0,0.0
210.0,0.0,0.0,0.0,0.0,2.4,69.29,15.0,0.0
211.0,0.0,0.0,0.0,0.0,2.2,76.8,18.0,0.0
212.0,0.0,0.0,0.0,0.0,2.8,67.86,16.0,0.0
213.0,0.0,0.0,0.0,0.0,3.0,61.48,17.0,0.0
214.0,0.0,0.0,0.0,0.0,3.6,74.25,16.0,0.0
215.0,0.0,0.0,0.0,0.0,2.8,76.18,15.0,0.0
216.0,0.0,0.0,0.0,0.0,1.0,66.66,15.0,0.0
217.0,0.0,0.0,0.0,0.0,3.2,50.5,19.0,0.0
218.0,0.0,0.0,0.0,0.0,1.3,55.79,16.0,0.0
219.0,0.0,0.0,0.0,0.0,1.2,81.87,15.0,0.0
220.0,0.0,0.0,0.0,0.0,1.5,61.58,16.0,0.0
221.0,0.0,0.0,0.0,0.0,0.4,88.75,17.0,0.0
222.0,0.0,0.0,0.0,0.0,1.3,99.37,16.0,0.0
223.0,0.0,0.0,0.0,0.0,1.5,89.09,16.0,0.0
224.0,0.0,0.0,0.0,0.0,1.1,80.27,18.0,0.0
225.0,0.0,0.0,0.0,0.0,1.4,85.68,18.0,0.0
226.0,0.0,0.0,0.0,0.0,2.9,87.07,18.0,0.0
227.0,0.0,0.0,0.0,0.0,2.4,82.81,18.0,0.0
228.0,0.0,0.0,0.0,0.0,2.1,100.0,15.0,0.0
229.0,0.0,0.0,0.0,0.0,1.6,91.35,13.0,0.0
230.0,0.0,0.0,0.0,0.0,1.9,97.94,8.0,0.0
231.0,0.0,0.0,0.0,0.0,2.8,66.86,10.0,0.0
232.0,0.0,0.0,0.0,0.0,2.0,60.01,13.0,0.0
233.0,0.0,0.0,0.0,0.0,2.9,44.28,16.0,0.0
234.0,0.0,0.0,0.0,0.0,0.9,88.53,10.0,0.0
235.0,0.0,0.0,0.0,0.0,2.0,54.05,12.0,0.0
236.0,0.0,0.0,0.0,0.0,1.5,63.93,16.0,0.0
237.0,0.0,0.0,0.0,0.0,4.6,67.4,18.0,0.0
238.0,0.0,0.0,0.0,0.0,1.3,74.06,17.0,0.0
239.0,0.0,0.0,0.0,0.0,1.4,83.49,14.0,0.0
240.0,0.0,0.0,0.0,0.0,1.1,63.74,15.0,0.0
241.0,0.0,0.0,0.0,0.0,3.3,54.77,16.0,0.0
242.0,0.0,0.0,0.0,0.0,1.8,60.15,17.0,0.0
243.0,0.0,0.0,0.0,0.0,1.1,83.61,13.0,0.0
244.0,0.0,0.0,0.0,0.0,2.2,68.4,15.0,0.0
245.0,0.0,0.0,0.0,0.0,1.6,64.18,17.0,0.0
246.0,0.0,0.0,0.0,0.0,2.2,75.94,12.0,0.0
247.0,0.0,0.0,0.0,0.0,2.0,74.32,15.0,0.0
248.0,0.0,0.0,0.0,0.0,2.6,70.1,13.0,0.0
249.0,0.0,0.0,0.0,0.0,2.1,56.2,15.0,0.0
250.0,0.0,0.0,0.0,0.0,2.0,74.09,12.0,0.0
251.0,0.0,0.0,0.0,0.0,1.8,49.09,12.0,0.0
252.0,0.0,0.0,0.0,0.0,1.4,41.81,12.0,0.0
253.0,0.0,0.0,0.0,0.0,0.8,71.79,11.0,0.0
254.0,0.0,0.0,0.0,0.0,1.6,67.77,11.0,0.0
255.0,0.0,0.0,0.0,0.0,1.9,45.74,12.0,0.0
256.0,0.0,0.0,0.0,0.0,1.5,41.04,13.0,0.0
257.0,0.0,0.0,0.0,0.0,3.6,70.01,14.0,0.0
258.0,0.0,0.0,0.0,0.0,1.9,75.16,12.0,0.0
259.0,0.0,0.0,0.0,0.0,1.7,67.05,12.0,0.0
260.0,0.0,0.0,0.0,0.0,0.9,73.26,11.0,0.0
261.0,0.0,0.0,0.0,0.0,2.0,69.22,7.0,0.0
262.0,0.0,0.0,0.0,0.0,1.4,51.4,9.0,0.0
263.0,0.0,0.0,0.0,0.0,1.6,43.75,11.0,0.0
264.0,0.0,0.0,0.0,0.0,1.6,48.09,14.0,0.0
265.0,0.0,0.0,0.0,0.0,1.2,64.27,13.0,0.0
266.0,0.0,0.0,0.0,0.0,1.5,56.21,12.0,0.0
267.0,0.0,0.0,0.0,0.0,0.8,54.1,13.0,0.0
268.0,0.0,0.0,0.0,0.0,1.6,60.69,11.0,0.0
269.0,0.0,0.0,0.0,0.0,1.8,46.64,13.0,0.0
270.0,0.0,0.0,0.0,0.0,1.9,51.85,14.0,0.0
271.0,0.0,0.0,0.0,0.0,0.5,91.94,13.0,0.0
272.0,0.0,0.0,0.0,0.0,2.0,76.69,13.0,0.0
273.0,0.0,0.0,0.0,0.0,2.6,73.04,13.0,0.0
274.0,0.0,0.0,0.0,0.0,3.5,88.45,13.0,0.0
275.0,0.0,0.0,0.0,0.0,0.2,100.0,8.0,0.0
276.0,0.0,0.0,0.0,0.0,1.4,97.8,7.0,0.0
277.0,0.0,0.0,0.0,0.0,0.9,98.12,7.0,0.0
278.0,0.0,0.0,0.0,0.0,1.3,92.87,9.0,0.0
279.0,0.0,0.0,0.0,0.0,1.0,98.4,7.0,0.0
280.0,0.0,0.0,0.0,0.0,1.3,79.53,9.0,0.0
281.0,0.0,0.0,0.0,0.0,0.7,98.16,8.0,0.0
282.0,0.0,0.0,0.0,0.0,2.3,75.52,10.0,0.0
283.0,0.0,0.0,0.0,0.0,2.8,50.68,12.0,0.0
284.0,0.0,0.0,0.0,0.0,1.1,50.3,9.0,0.0
285.0,0.0,0.0,0.0,0.0,2.4,39.33,9.0,0.0
286.0,0.0,0.0,0.0,0.0,1.9,41.16,10.0,0.0
287.0,0.0,0.0,0.0,0.0,2.2,42.61,10.0,0.0
288.0,0.0,0.0,0.0,0.0,3.5,72.43,6.0,0.0
289.0,0.0,0.0,0.0,0.0,1.4,65.77,8.0,0.0
290.0,0.0,0.0,0.0,0.0,2.2,64.8,10.0,0.0
291.0,0.0,0.0,0.0,0.0,2.1,73.94,10.0,0.0
292.0,0.0,0.0,0.0,0.0,1.4,68.81,7.0,0.0
293.0,0.0,0.0,0.0,0.0,4.0,100.0,7.0,0.0
294.0,0.0,0.0,0.0,0.0,0.2,100.0,4.0,0.0
295.0,0.0,0.0,0.0,0.0,1.4,95.47,4.0,0.0
296.0,0.0,0.0,0.0,0.0,1.0,90.04,1.0,0.0
297.0,0.0,0.0,0.0,0.0,2.0,64.9,3.0,0.0
298.0,0.0,0.0,0.0,0.0,1.2,61.43,7.0,0.0
299.0,0.0,0.0,0.0,0.0,2.5,79.45,3.0,0.0
300.0,0.0,0.0,0.0,0.0,0.8,77.14,0.0,0.0
301.0,0.0,0.0,0.0,0.0,0.9,59.65,3.0,0.0
302.0,0.0,0.0,0.0,0.0,0.8,75.79,4.0,0.0
303.0,0.0,0.0,0.0,0.0,2.8,56.14,1.0,0.0
304.0,0.0,0.0,0.0,0.0,3.5,66.79,5.0,0.0
305.0,0.0,0.0,0.0,0.0,2.1,60.24,5.0,0.0
306.0,0.0,0.0,0.0,0.0,2.9,46.62,5.0,0.0
307.0,0.0,0.0,0.0,0.0,4.2,49.21,7.0,0.0
308.0,0.0,0.0,0.0,0.0,1.2,94.98,1.0,0.0
309.0,0.0,0.0,0.0,0.0,0.9,60.5,0.0,0.0
310.0,0.0,0.0,0.0,0.0,1.3,73.78,-5.0,0.0
311.0,0.0,0.0,0.0,0.0,1.7,36.86,0.0,0.0
312.0,0.0,0.0,0.0,0.0,2.1,53.29,0.0,0.0
313.0,0.0,0.0,0.0,0.0,2.3,57.69,1.0,0.0
314.0,0.0,0.0,0.0,0.0,4.5,87.81,0.0,0.0
315.0,0.0,0.0,0.0,0.0,2.8,60.41,-3.0,0.0
316.0,0.0,0.0,0.0,0.0,2.4,67.42,-4.0,0.0
317.0,0.0,0.0,0.0,0.0,1.9,48.47,-1.0,0.0
318.0,0.0,0.0,0.0,0.0,1.8,47.36,0.0,0.0
319.0,0.0,0.0,0.0,0.0,4.0,44.68,0.0,0.0
320.0,0.0,0.0,0.0,0.0,8.9,88.68,-1.0,0.0
321.0,0.0,0.0,0.0,0.0,6.5,65.49,-2.0,0.0
322.0,0.0,0.0,0.0,0.0,1.0,67.39,-5.0,0.0
323.0,0.0,0.0,0.0,0.0,2.0,73.95,0.0,0.0
324.0,0.0,0.0,0.0,0.0,1.9,78.45,-8.0,0.0
325.0,0.0,0.0,0.0,0.0,4.5,43.24,-2.0,0.0
326.0,0.0,0.0,0.0,0.0,1.7,50.63,0.0,0.0
327.0,0.0,0.0,0.0,0.0,1.9,39.82,0.0,0.0
328.0,0.0,0.0,0.0,0.0,2.2,59.86,-1.0,0.0
329.0,0.0,0.0,0.0,0.0,3.0,89.57,-2.0,0.0
330.0,0.0,0.0,0.0,0.0,2.6,72.71,-9.0,0.0
331.0,0.0,0.0,0.0,0.0,2.2,81.31,-9.0,0.0
332.0,0.0,0.0,0.0,0.0,0.3,82.5,-8.0,0.0
333.0,0.0,0.0,0.0,0.0,2.1,77.35,-6.0,0.0
334.0,0.0,0.0,0.0,0.0,6.3,55.44,-7.0,0.0
335.0,0.0,0.0,0.0,0.0,3.2,54.31,-5.0,0.0
336.0,0.0,0.0,0.0,0.0,2.2,53.93,-1.0,0.0
337.0,0.0,0.0,0.0,0.0,2.8,47.59,-2.0,0.0
338.0,0.0,0.0,0.0,0.0,2.2,56.56,0.0,0.0
339.0,0.0,0.0,0.0,0.0,1.6,52.38,-5.0,0.0
340.0,0.0,0.0,0.0,0.0,2.9,38.34,0.0,0.0
341.0,0.0,0.0,0.0,0.0,3.4,49.12,2.0,0.0
342.0,0.0,0.0,0.0,0.0,3.0,79.15,1.0,0.0
343.0,0.0,0.0,0.0,0.0,3.3,68.82,2.0,0.0
344.0,0.0,0.0,0.0,0.0,5.0,54.13,3.0,0.0
345.0,0.0,0.0,0.0,0.0,1.4,87.63,0.0,0.0
346.0,0.0,0.0,0.0,0.0,2.0,86.89,-5.0,0.0
347.0,0.0,0.0,0.0,0.0,2.7,57.54,0.0,0.0
348.0,0.0,0.0,0.0,0.0,2.0,83.57,-3.0,0.0
349.0,0.0,0.0,0.0,0.0,3.0,57.96,-9.0,0.0
350.0,0.0,0.0,0.0,0.0,1.9,64.37,-10.0,0.0
351.0,0.0,0.0,0.0,0.0,2.8,58.79,-9.0,0.0
352.0,0.0,0.0,0.0,0.0,3.3,63.12,-2.0,0.0
353.0,0.0,0.0,0.0,0.0,2.7,64.82,0.0,0.0
354.0,0.0,0.0,0.0,0.0,1.7,64.62,-2.0,0.0
355.0,0.0,0.0,0.0,0.0,4.0,69.25,-1.0,0.0
356.0,0.0,0.0,0.0,0.0,0.5,88.4,-3.0,0.0
357.0,0.0,0.0,0.0,0.0,4.4,47.26,-9.0,0.0
358.0,0.0,0.0,0.0,0.0,1.2,68.66,-8.0,0.0
359.0,0.0,0.0,0.0,0.0,4.2,83.26,-11.0,0.0
360.0,0.0,0.0,0.0,0.0,1.6,79.57,-13.0,0.0
361.0,0.0,0.0,0.0,0.0,1.4,51.4,-12.0,0.0
362.0,0.0,0.0,0.0,0.0,1.3,76.22,-10.0,0.0
363.0,0.0,0.0,0.0,0.0,1.2,69.9,-11.0,0.0
364.0,0.0,0.0,0.0,0.0,1.0,66.33,-12.0,0.0
365.0,0.0,0.0,0.0,0.0,1.3,81.29,-13.0,0.0
366.0,0.0,0.0,0.0,0.0,1.8,31.64,-8.0,0.0
367.0,0.0,0.0,0.0,0.0,1.4,46.77,-4.0,0.0
368.0,0.0,0.0,0.0,0.0,1.6,55.7,-3.0,0.0
369.0,0.0,0.0,0.0,0.0,1.2,57.94,0.0,0.0
370.0,0.0,0.0,0.0,0.0,1.8,76.16,-3.0,0.0
371.0,0.0,0.0,0.0,0.0,2.0,76.37,-1.0,0.0
372.0,0.0,0.0,0.0,0.0,1.1,92.43,-3.0,0.0
373.0,0.0,0.0,0.0,0.0,0.3,86.41,-9.0,0.0
374.0,0.0,0.0,0.0,0.0,1.4,65.58,-10.0,0.0
375.0,0.0,0.0,0.0,0.0,3.7,51.92,-10.0,0.0
376.0,0.0,0.0,0.0,0.0,5.6,46.81,-6.0,0.0
377.0,0.0,0.0,0.0,0.0,2.4,68.27,-4.0,0.0
378.0,0.0,0.0,0.0,0.0,4.5,44.71,-2.0,0.0
379.0,0.0,0.0,0.0,0.0,1.6,67.64,-5.0,0.0
380.0,0.0,0.0,0.0,0.0,0.7,78.95,-8.0,0.0
381.0,0.0,0.0,0.0,0.0,1.0,71.47,-4.0,0.0
382.0,0.0,0.0,0.0,0.0,2.5,62.77,-4.0,0.0
383.0,0.0,0.0,0.0,0.0,1.1,70.96,0.0,0.0
